time;sender;message;receiver
1942.0;LMP;When it comes up flow, the H<sub>2</sub> banks up there like crazy. Looks like the simulator. The O<sub>2</sub> isn't like the simulator. Yes, it gets up there real slow. That old H<sub>2</sub> - Stand by for another Master Alarm. It banked up there like nothing flat. Okay. They're all back down to...;CMP
1965.0;CMP; Before I get the...;LMP
1966.0;LMP; ...normal.;CMP
1967.0;CMP;...TSBs out, can I get P52 [garble] program start?;CDR
1972.0;CDR; Yes. Go ahead.;LMP
1973.0;LMP; Yes.;CDR
1974.0;CDR; Get it to cover one that that doesn't.;CMP
1976.0;CMP; Yes. I'll [garble].;CDR
1979.0;MS; [Garble.];CDR
1980.0;CDR; That's the fourth, Jack. Better do that.;LMP
1982.0;LMP;" Okay. It's all optic tracking. I've done that. Zero [garble] G&amp;N Power Optics, on, up. Optics Mode, Manual. [Garble] Direct [garble] High. OHC, Max right.";CDR
2006.0;CDR; Okay, do I have a tool there someplace? Can I use an E tool?;LMP
2014.0;LMP; [Garble.];CDR
2016.0;CDR; You got it uncovered?;LMP
2018.0;LMP; Got tool E?;CDR
2019.0;CDR; Yes, until I get that up for a fit.;LMP
2020.0;LMP; Okay [garble].;CDR
2022.0;CDR; Now, Fred, what do you want me to do?;LMP
2024.0;LMP; Okay, next - next thing is to - [garble] back - page - I need to find the [garble] fuel valve on. You can't take your eye off it. I got him out the window. Is that it? I got the airglow there.;CDR
2048.0;CDR; Okay.;LMP
2057.0;LMP; Make sure you get the right one, Jim. Primary Accum...;CDR
2059.0;CDR; Yes. I got it - I got - I got my - If I can get my hand down there, I got it made.;LMP
2066.0;CMP;"Let me know when you turn them on. I only need about 5 percent; I don't need much.";CDR
2078.0;CDR; Okay. Coming On.;CMP
2082.0;CMP; Good. That's good. [garble] Off.;CDR
2084.0;CDR; Off.;CMP
2085.0;CMP;" Okay, let me look a minute, here; I have to stabilize.";LMP
2088.0;LMP; [Garble] up there.;CMP
2090.0;CMP; Okay. About one more shot.;CDR
2092.0;CDR; [Garble.];CMP
2096.0;CMP; [Garble] slowly, that really [garble].;CDR
2097.0;CDR; Okay, how's that?;CMP
2098.0;CMP; That's good. Off.;LMP
2100.0;LMP; [Garble] back down there [garble] go to Off.;CMP
2103.0;CMP;"It's right at 50, though; the hell with it, that's good.";CDR
2105.0;CDR; Is it good?;CMP
2106.0;CMP;"Yes; that's about 49.9.";CDR
2110.0;CDR; Okay.;CMP
2111.0;CMP; It is definitely Off, right?;CDR
2112.0;CDR; Yes.;CMP
2114.0;CMP;" ECS RAD Control; let me go to Power. Okay, PRIM Glycol To RADs out, Jim; Normal, push - Normal, push in.";CDR
2124.0;CDR; Okay.;CMP
2128.0;CMP;"Oh, I know - Hey, how about giving me - Do I have G&amp;N Power at 8:21?";LMP
2132.0;LMP; Yes, sir.;CMP
2133.0;CMP; Okay.;LMP
2134.0;LMP; You got it.;CMP
2135.0;CMP; Okay.;LMP
2137.0;LMP; I'll get it ready for you [garble] stars out there.;CMP
2145.0;CMP; I've got a star in the...;CDR
2147.0;CDR; Sextant?;CMP
2148.0;CMP; ...sextant, but I have nothing in the...;CDR
2151.0;CDR; Well, it might take a while to do it with the scanning telescope, because your eyes have to get accustomed to it. It might not be where there are stars.;CMP
2161.0;CMP; Well, I've got one in the - I've got one in the...;CDR
2165.0;CDR; What star did you pick?;CMP
2168.0;CMP;24.;CDR
2169.0;CDR;24, that's - Gienah. Is it right on in the sextant?;CMP
2177.0;CMP; [Garble.];LMP
2179.0;LMP; Okay, while you got the tool and you're over there, Jim, do you think you could get the secondary Rad loop check done?;CDR
2184.0;CDR; Yes.;LMP
2185.0;LMP; That's the guy way down there, the very...;CDR
2189.0;CMP; [Garble]...;CDR
2190.0;CDR; We'll run through it, Jack, if you could...;CMP
2195.0;CMP; [Garble.];CDR
2199.0;CDR; Mark it [garble] Okay, Glycol To Radiator, Secondary?;CMP
2203.0;CMP; [Garble.];LMP
2204.0;LMP; Yes, but it's to - RAD Normal. Let me know when. I'll start my watch.;CMP
2213.0;CMP; Hey, there - there we go. Now I got stars. I don't think they [garble] until just now.;CDR
2219.0;CDR; Okay, I'm going to take her to Normal now.;CMP
2221.0;CMP; Beautiful, gang.;LMP
2222.0;LMP; All right.;CMP
2224.0;CDR; Oh, I don't know if I did it or not.;LMP
2226.0;LMP; You - you turned it?;CDR
2227.0;CDR; I don't think so, I think [garble] right in there.;CMP
2229.0;CMP; Spica's right in there, you guys.;CDR
2233.0;LMP; Okay.;CDR
2235.0;CDR; I - You know, I can get down there good, but I'm always on...;LMP
2239.0;LMP; Well, you'd know if you got the screw in the slot.;CDR
2244.0;CDR; Okay, now.;LMP
2246.0;LMP; Okay. Starting my watch. It's on Secondary.;CDR
2248.0;CDR; No, it's Normal now.;LMP
2249.0;LMP;Okay, you've got to leave it there for 30 seconds.;CDR
2251.0;CDR; Okay. Could you tell?;LMP
2256.0;LMP; What's that?;CDR
2257.0;CDR; Could you tell?;LMP
2258.0;LMP; Tell what?;CDR
2259.0;CDR; That I'm in Normal?;LMP
2260.0;LMP; Yes.;CMP
2271.0;CMP; [Garble.] Good old Antares.;LMP
2278.0;LMP;" Okay, that's it; put it back to close or off or wherever it...";CDR
2281.0;CDR; Bypass.;LMP
2282.0;LMP; Bypass. Good. [Garble] Bypass?;CDR
2285.0;CDR; [Garble] Bypass.;LMP
2286.0;CMP; Well, he didn't show anything [garble]...;CDR
2288.0;CDR; Okay, how is it? Okay?;CMP
2289.0;CMP; Yes. Looks good.;LMP
2291.0;LMP;"Okay, I'm on page 2-14; coming up to EPS monitor check...";CDR
2295.0;CDR; Okay, just be sure you...;LMP
2296.0;LMP; ...EPS. Checking them off.;CDR
2298.0;CDR; Check them all off, and [garble]...;LMP
2301.0;LMP; You got to do a GDC align...;CDR
2303.0;CDR; I'll do that right now.;LMP
2304.0;LMP; You've got the sequence camera bracket and the ORDEAL, right?;CDR
2307.0;CDR; And those are all mounted, and we're all running on...;LMP
2309.0;LMP; Okay, ORDEAL...;CDR
2310.0;CMP; Hey, guys? Sorry.;LMP
2312.0;LMP; [Garble.];CMP
2313.0;CDR; Yes. Okay, better record this down [garble]...;CMP
2315.0;CMP; I ain't got - I ain't going to let that pass, man...;CDR
2318.0;CDR; No?;CMP
2319.0;CMP; ...[garble] triangle bigger than hell.;CDR
2320.0;CDR; I'll give you a gold - gold star.;LMP
2324.0;LMP; [Garble] got all that in your book, Jack?;CMP
2326.0;CMP; Yes. I'm going to write it on a [garble] here.;LMP
2327.0;LMP; Okay.;CMP
2328.0;CDR; I'll do a GDC align now, Fred.;LMP
2330.0;LMP;"Okay. Now I'm here, I'm going to go ahead and [garble] the secondary loop. Okay, Secondary Loop is coming on line, gang; AC-1...";CMP
2342.0;CMP; Okay. Do we have to wait for MSFN to torque this?;LMP
2345.0;LMP; That's that little extra whining you hear, and it's the Secondary Loop.;CMP
2348.0;CDR; Okay.;LMP
2351.0;LMP; Okay. [Garble] go to the [garble].;CDR
2354.0;CDR; I can see the sludges in the [garble] burn.;LMP
2358.0;LMP; Yes.;CDR
2361.0;CMP; Damn! Sort of lost him.;LMP
2366.0;LMP; Okay. So that one is done, done...;CMP
2369.0;CMP; Okay...;LMP
2370.0;LMP; ...done, done, done to there...;CMP
2371.0;CMP; Jim?;CDR
2372.0;CDR; Stand by.;CMP
2373.0;CMP; Do I need a - to get MSFN? I don't need them to torque here, do I?;CDR
2378.0;CDR; I don't think so - Wait - Where are the torquing angles [garble]?;CMP
2381.0;CMP;"I've got the torqueing angles; let's see - [garble] - and it's 0.162 which is quite a bit less than - [garbled]";LMP
2405.0;LMP; Okay, Jack, did you ever get my Main B breaker in down there?;CMP
2409.0;CMP; Yes, I did, in your COAS?;LMP
2410.0;LMP; Yes.;CMP
2411.0;CMP; Main B? I did.;LMP
2412.0;LMP; Yes. That's right.;CMP
2413.0;CMP; That's done.;LMP
2414.0;LMP; And - let me verify that the RADs and REACS CB sticks are out, and - off.;CMP
2418.0;CMP; Okay. [Garble.];LMP
2421.0;LMP; Okay. I'll verify the Main Bus Ties are Off...;CMP
2424.0;CDR;GDC's aligned. 46 now. How we doing on the time line, Fred?;LMP
2431.0;LMP;Let's see, we're not - we're coming up 6 minutes - What we got to do is get the cameras ... get the TV camera out next. We're about fixed.;CDR
2443.0;CDR; Okay.;LMP
2444.0;LMP;01:05 is when I got to start playing with the TV.;CDR
2447.0;CDR; Okay.;LMP
2448.0;LMP; After we get our HSK LOS.;CDR
2451.0;CMP; [Garble.];CDR
2453.0;CDR; If you have time, I would suggest that you adjust your straps and strap it in again for TLI ... just to make sure you got them okay.;CMP
2465.0;LMP;" Okay. Still pressing on in here, and Jack's got to do that [garble]; I'll circle it.";CMP
2472.0;CMP; Okay, what do you have to do?;LMP
2473.0;LMP; The RADs and REAC breakers, six of them, out [garble].;CMP
2480.0;CMP; Rad, Reac, Reac, Reac - Okay, I can verify three Rads and three Reacs out.;LMP
2488.0;LMP; Okay, good show.;CMP
2502.0;LMP;Main A-1 - Main A-2...;CDR
2519.0;LMP; Okay. Bus voltage [garble].;CDR
2528.0;CDR; And, Jack, you want to put tool E down there on the handhold - toward the handhold?;LMP
2532.0;LMP; Yes. I haven't got [garble].;CMP
2535.0;CMP; Yes. I think I can get closer than that and [garble].;LMP
2538.0;CDR; Yes, that's right [garble].;LMP
2541.0;LMP; Okay.;CDR
2544.0;CDR; Okay, I've got the horizon out there and I've got the airglow layer [garble].;LMP
2557.0;LMP;Okay, and we got the relay bus selected [garble] - I got to get this TSB [garble]. Okay, item 15's done. And that makes one outstanding item, and I've got a couple from a few pages back.;CDR
2576.0;CDR; Okay.;LMP
2577.0;LMP;Right there. Unstow and mount TSBs - they're in A-1. [Garble] down below. Hey, where do these - these guys go? They go right in the pocket of this L-shaped bag, don't they?;CMP
2592.0;CMP; [Garble] water wings.;CDR
2596.0;CDR; I thought they went right behind you.;LMP
2598.0;LMP; Right there - Yes.;CDR
2599.0;CDR; Oh, yes. [Garble] pockets.;LMP
2604.0;LMP;Okay. I'm up the [garble] monitor - [garble] look good - H<sub>2</sub> flow - [garble].;CDR
2625.0;CDR; I got it.;LMP
2631.0;CDR; Okay, I ought to be getting down there - [garble]. How you doing, Jack?;CMP
2639.0;CMP; Good. Hey, how about that - Do you need - that Secondary RAD valve?;CDR
2647.0;CMP;" You got it already; okay.";CDR
2648.0;CDR;" We got the secondary - we made the secondary check; the filters finally came out a little bit...";CMP
2651.0;LMP; You did the [garble].;CDR
2653.0;CDR;" ...and the ORDEAL's already out; the COAS is...";LMP
2655.0;CMP; You got it running?;CDR
2656.0;CDR; ...[garble] little COAS [garble].;CMP
2660.0;CMP; Hey, Freddo? [Garble] that TSB. Okay?;LMP
2663.0;LMP; [Garble.] We're going to need it.;CMP
2665.0;CMP; Jim, do you need a TSB?;CDR
2667.0;CDR;" [Garble] a big one. Let's see; where did we stow TSBs? We want to [garble]";LMP
2676.0;LMP; Here it is.;CDR
2682.0;CDR; Jack, whenever you get time, if you - want to slow down a little bit, well, just come back and we'll take these lifevests off and get this stowed out of the way.;CMP
2691.0;CMP; Okay. I'll be ready to do it whenever you...;CDR
2711.0;CDR; Once you get one of them in...;LMP
2718.0;LMP; How you doing, Jack? [Garble] all right down there?;CMP
2721.0;CMP;Oh, yes. No problems yet. [Garble] kind of worried [garble] 12.1 down [garble].;CDR
2732.0;CDR;" Well, I wouldn't worry about it now. [Garble] go down yet. You're not getting those breakers; that's what you're forgetting.";LMP
2741.0;LMP; The - Okay, now where - those - you want those where?;CDR
2745.0;CMP; In front of the L-shaped bag, isn't it?;CDR
2746.0;CDR; In front of the L-shaped bag is - Why don't you go down there and help him?;CMP
2750.0;LMP;" Wait a minute, Jack; you don't go - I don't think you go that way to get through.";CDR
2753.0;CDR; I think you come right down here, Jack, but - Yes, there is - there's a [garble]...;LMP
2756.0;CMP; Yes, but that's a long, long way to go.;CDR
2757.0;CDR; ...there's a [garble].;CMP
2759.0;LMP; Okay, you do that - and I'm going to get the Hasselblad out for - this.;CDR
2763.0;CDR; Okay, now, if my - my hand controller is locked and yours is locked - I'll tell you what, if you can help me scootch over here a second...;LMP
2770.0;LMP; Yes.;CDR
2772.0;CDR; ...I'll try and...;LMP
2774.0;LMP; Okay, I'll put my [garble], Jim.;CDR
2776.0;CDR; Okay. Okay.;LMP
2779.0;CMP; Okay, I want to go back and see what - I've got to get the TV camera and the Hasselblad out, and...;LMP
2785.0;LMP;" I think we ought to be having AOS, gang; we've got...";CMP
2787.0;CDR;56 seconds.;LMP
2789.0;LMP; Okay. I - Let me call them.;CDR
2796.0;LMP;" Look at me, Jack; I show gain.";CMP
2798.0;CMP; You show gain?;LMP
2799.0;LMP; Yes.;CMP
2801.0;CMP;Houston, how do you read 13?;CAPCOM
2805.0;CAPCOM;13, Houston. Loud and clear.;CMP
2808.0;CMP;Okay, Joe. Everything is going good. We're proceeding on the time line in good fashion. I've got a P52 done. I can give you the torqueing angles.;CAPCOM
2818.0;CAPCOM; I'm ready for them, Jack.;CMP
2820.0;CMP;Okay. Used Noun 26 - stars 26 and 33. The star angle difference was all balls. Noun 93: minus 067, minus all balls, plus 0.162. The time of torqueing was 45 minutes, 35 seconds.;CAPCOM
2844.0;CAPCOM; Ah, well, that sounds marginally acceptable.;CMP
2849.0;CMP; For a new CMP, it ain't too bad.;CAPCOM
2850.0;CAPCOM;Yeah. Okay, 13. We've got nothing for you at the moment. Everything's looking good. We're looking at your data now.;LMP
2858.4;LMP; How you doing?;CAPCOM
2859.8;CDR; I got [garble]. You got to get it when you're going by.;LMP
2862.8;LMP; Okay.;CDR
2863.8;CMP; Yes, I've got - got it in my helmet bag right now.;CDR
2866.8;CDR; Oh, okay, good.;CMP
2872.8;CMP; Boy, I'll tell you, that really bothers me [garble].;CDR
2877.8;CDR; Does it [garble]? Did you put it over far enough?;CMP
2880.8;CMP; Yes, that's where it went - when [garble] It's looking good [garble], and I don't think they jettison until [garble].;CDR
2888.8;CDR; Oh.;CMP
2891.8;CMP; Okay. Now I've got to get the TV camera [garble], Freddo...;CDR
2894.8;CDR; Okay.;CMP
2895.8;CMP; ...[garble].;CDR
2896.8;CDR; You want to hand me that book, and I'll take a look in it.;CMP
2898.8;CMP; Yes. And also see if I've - all the things that I've done, [garble], because I haven't checked them off a couple of places.;CDR
2912.8;CMP; Hey, Fred, what do you want first, TV camera?;LMP
2915.8;LMP; Yes. Just one more - Let me get through one more - system.;CMP
2922.8;CMP; That's off. That [garble] right down [garble] on the bulkhead.;LMP
2926.8;LMP; You get done, you're hooking up the cable. You got to do that part, though. We can't [garble] right there.;CMP
2931.8;CMP; All right. And I'll verify the CB power is off...;LMP
2933.8;LMP; [Garble] off.;CDR
2936.8;CDR;" I'm going to go back into the - [garble], Jack; and look at [garble].";LMP
2942.8;CMP; Okay.;CDR
2943.8;CDR; [Garble.];CMP
2945.8;CMP; Freddo, you - How about a bracket?;LMP
2947.8;LMP; Well.;CMP
2954.8;CMP; Okay, that's [garble].;CAPCOM
3073.8;CAPCOM;Apollo 13, Houston. LOS Carnarvon in about 30 seconds. Honeysuckle on the hour, and verify your S-band is up for Honeysuckle. Over.;CMP
3084.8;LMP; That's verified.;CAPCOM
3086.8;CAPCOM; Roger.;LMP
3087.8;CDR; And, Houston, we're beginning to see a beautiful sunrise here.;CAPCOM
3092.8;CAPCOM; Roger that, Jim.;CDR
3234.8;CAPCOM;13, Houston through Honeysuckle. [Long pause.];CDR
3253.8;CAPCOM;Apollo 13, Houston through Honeysuckle.;CDR
3258.8;CDR;"Roger, Houston; 13 here. Reading you loud and clear.";CAPCOM
3262.8;CAPCOM; Okay. S-band sounds good, Jim.;CDR
3384.8;LMP;[Very weak.] Ah, Houston, 13.;CAPCOM
3387.8;CAPCOM;Go ahead, 13.;LMP
3389.8;LMP; Would it be okay if I crank up the FM [garble]?;CAPCOM
3400.8;CAPCOM; You're coming in weak. I didn't quite copy it.;LMP
3405.8;LMP; Would it be okay, Joe, if we crank up the FM after we leave Honeysuckle here?;CAPCOM
3410.8;CAPCOM; Oh. Stand by on that one. [Long pause.];LMP
3466.8;CAPCOM;13, Houston.;CDR
3469.8;CDR; Go ahead, Houston.;CAPCOM
3471.8;CAPCOM;What TV was that? [Pause.] Okay, 13...;LMP
3478.8;LMP; Okay, Joe. I just wanted to put on the TV switch at Honeysuckle to tune her up there.;CAPCOM
3484.8;CAPCOM; Roger. I'm being prompted, and you've got a Go for that. You can turn it on, go to TV, and we'll see you that way over the States.;LMP
3493.8;LMP; Okay. [Long pause.];CAPCOM
3501.8;CDR; Fred, I'll read the PADs, or you read the PADs, or somebody read the PADs.;CMP
3505.8;CMP; Hey, can I get a - a TV [garble]?;CDR
3512.8;LMP; Oh, yes, Jack. LOS Carnarvon.;CDR
3518.8;CDR;Okay. 1:45, 75 [garble] LOS at - [garble].;LMP
3519.8;CAPCOM;Okay. 13, Houston. LOS Honeysuckle in about 30 seconds, and we'll see you over the States at 1 plus 28 plus 43. [Long pause.];CDR
3534.8;CDR; Okay, coming up. [garble].;CAPCOM
3540.8;CAPCOM;13, Houston. Did you copy your AOS time?;CDR
3547.8;CDR; Fred, I'll get them when we get all relaxed. I'll do that [garble].;LMP
3554.8;CMP; [Garble.];CDR
3560.8;CDR; Hey, Jack, [garble].;CMP
3565.8;LMP; [Garble.];CMP
3573.8;CMP; Yes, I can - yes, I can do it, Freddo. [garble].;LMP
4900.8;CAPCOM; Okay.;CMP
4951.8;CAPCOM;Apollo 13, Houston through Guaymas. Over. [No Answer.];CMP
4975.8;CAPCOM;Apollo 13, Houston through Guaymas. Over. [No Answer.];CMP
5008.8;CAPCOM;Apollo 13, Houston. Over. [No Answer.];CMP
5028.8;CAPCOM;Apollo 13, Houston. Over. [No Answer.];CMP
5047.8;CAPCOM;Apollo 13, Houston. Over.;LMP
5049.8;CMP; Go ahead.;CAPCOM
5050.8;CAPCOM; Hello there. We thought you were still up there.;CMP
5053.8;CMP; And we're just coming up on Baja, and I've got the TV on. Do you want it?;CAPCOM
5058.8;CAPCOM; I don't think we require it just yet, Jack, but we'll command it when we're ready. I believe they are dumping the tape now. The booster looks good. The spacecraft looks good on the few minutes' data we've had.;CMP
5071.8;CMP; That sounds good.;LMP
5080.8;CMP; Jim finally let me look out.;LMP
5081.8;CAPCOM; (Laughter) How do you like it? [Pause.];CMP
5092.8;CMP; Chained me to the LEB down there stowing things and unstowing things, and I finally got a chance to look out and see the world. [Long pause.];CAPCOM
5116.8;CAPCOM;Apollo 13, Houston. I have the TLI plus 90, and lift-off plus 8 PADs whenever you're ready. [Long pause.];CMP
5135.8;CMP; Okay. Go ahead with the TLI PAD, Joe.;CAPCOM
5141.8;CAPCOM;"Okay. This is the TLI plus 90 PAD. SPS/G&amp;N, 63825, minus 1.54, plus 1.32, 004:06:45.53, minus 0491.7, plus 0000.1, plus 6634.0, 180, 228, 001; H<sub>A</sub> is N/A; H<sub>P</sub> is plus 0017.9; 6652.2, 7:37, 6626.5, 26, 155.4, 15.7. Boresight star is Zeta Sagittarii; up, 08.0; right, 2.1; minus 22.81, minus 025.00, 1140.7, 34087, 013:32:14. Set stars; Arcturus, Denebola; roll, 044; pitch, 012; yaw, 025; no ullage. Over.";CMP
5261.8;CMP; Joe, we had a dropout of signal there about midway or about a fifth of the start of your PAD, and Fred didn't get it. We'd like you to start over again. Could you please?;CAPCOM
5272.8;CAPCOM; Sure thing. You want the whole thing?;CMP
5274.8;CMP; Yes, I think you'd better.;CAPCOM
5276.8;CAPCOM;"Okay. TLI plus 90: SPS/G&amp;N, 63825, minus 1.54, plus 1.32, 004:06:45.53, minus 0491.7, plus 0000.1, plus 6634.0, 180, 228, 001; N/A; plus 0017.9, 6652.2, 7:37, 6626.5, 26, 155.4, 15.7; Zeta Sagittarii; up, 08.0; right 2.1; minus 22.81, minus 025.00, 1140.7, 34087, 013:32:14. Set stars: Arcturus, Denebola; roll, 044; pitch, 012; yaw, 025; no ullage. Over.";LMP
5387.8;LMP;Okay, Joe. That's 63825, minus 1.54, plus 1.32, 004:06:45.53...;CAPCOM
5402.8;CAPCOM;Fred, Houston. Stand by 1.;LMP
5404.8;LMP;...minus 0491.7, plus 0000.1, plus 6634.0.;CAPCOM
5412.8;CAPCOM; Fred, Houston. Over.;LMP
5413.8;LMP; Go ahead.;CAPCOM
5415.8;CAPCOM; That's correct. We'd like you to go the S-Band Aux TV switch to TV, please.;LMP
5422.8;LMP; Okay. It's set to TV.;CAPCOM
5423.8;CAPCOM; Okay. We're not getting a signal.;CMP
5425.8;CMP; Okay. I'll go to Transmit, Joe.;CAPCOM
5426.8;CAPCOM; Okay. You can continue reading back.;LMP
5431.8;LMP;"Okay. Roll, 180; pitch, 228; yaw, 001; N/A; plus 0017.9, 6652.2, 7:37, 6626.5 and I missed sextant shaft; - trunnion - trunnion, 15.7, Zeta Sagittarius, up, 08.0; roll 2.1; minus 22.81, minus 00 - correction, minus 025.00, 1140.7, 34087, 013:32:14. Set stars: Arcturus and Denebola; roll align, 044; pitch, 012; yaw, 025; no ullage.";CAPCOM
